REG_CODE,REGION,DIS_CODE,DISTRICT,COM_CODE,COMMUNE,MDG_FKT_CODE,FOKONTANY
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001001,Antanimalalaka Analakely
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001002,Ambalavao Isotry
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001003,Ambatonakanga Ambohitsorohitra
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001004,Ambatovinaky
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001005,Soarano Ambondrona Ambodifilao
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001006,Ampandrana Ankadivato
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001007,Amparibe Ambohidahy Mahamasina
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001008,Amboasarikely Ambatomena
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001009,Anatihazo Isotry
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001010,Andavamamba Anatihazo I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001011,Andavamamba Anatihazo II
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001012,Andavamamba Anjezika I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001013,Andavamamba Anjezika II
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001014,Andohatapenaka I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001015,Andohatapenaka II
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001016,Andohatapenaka IIi
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001017,Andranomanalina Afovoany
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001018,Andranomanalina I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001019,Andranomanalina Isotry
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001020,Ankasina
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001021,Antetezanafovoany I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001022,Antetezanafovoany II
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001023,Antohomadinika Afovoany
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001024,Antohomadinika Atsimo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001025,Antohomadinika Avaratra Antani
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001026,Antohomadinika Antsalovana Faa
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001027,Antohomadinika IIig Hangar
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001028,Avaratetezana Bekiraro
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001029,Cite Ambodin-isotry
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001030,Cite Ampefiloha
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001031,67ha Afovoany Andrefana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001032,67ha Atsimo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001033,67ha Avaratra Andrefana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001034,67ha Avaratra Atsinanana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001035,Lalamby Sy Ny Manodidina
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001036,Faravohitra Ambony
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001037,Faravohitra Mandrosoa
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001038,Isoraka Ampatsakana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001039,Fiata
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001040,Manarintsoa Afovoany
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001041,Manarintsoa Anatihazo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001042,Manarintsoa Atsinanana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001043,Manarintsoa Isotry
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101001,1er Arrondissement,MDG11101001044,Soarano Ambondrona Tsiazotafo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002001,Faliarivo Ambanidia
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002002,Antanimora Ampasanimalo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002003,Antsahabe Ankorahotra Ankazoto
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002004,Ambohitsiroa Vn
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002005,Ankazotokana Ambony
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002006,Tsiadana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002007,Volosarika Ambanidia
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002008,Andafiavaratra Ambavahadimitaf
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002009,Manjakamiadana Antsahondra Amb
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002010,Ambatoroka
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002011,Miandrarivo Ambanidia
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002012,Ambolokandrina 5a
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002013,Andohan-i Mandroseza Ambohibat
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002014,Ambohipo Tanana Ampahateza And
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002015,Ambohipotsy Ambohimitsimbina A
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002016,Andohamandry
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002017,Manakambahiny Ankerakely Ambat
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002018,Ambohimiandra Fenomanana Antsa
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002019,Mandroseza Afovoany Mandroseza
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002020,Mahazoarivo Ambohidraserika
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002021,Morarano Andrangaranga Ambatol
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002022,Ambohitsoa Ankazolava Antanamb
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002023,Androndrabe Ampamantanana Ambo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101002,2e Arrondissement,MDG11101002024,Androndrakely Saropody Antonta
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003001,Antaninandro Ampandrana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003002,Ankorondrano Andranomahery
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003003,Ankorondrano Atsinanana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003004,Ankorondrano Andrefana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003005,Ankazomanga Andraharo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003006,Ambodivona Ankadifotsy
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003007,Tsaramasay
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003008,Ankadifotsy Befelatanana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003009,Ambohibary Antanimena
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003010,Andravoahangy Tsena
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003011,Mandialaza Ambodivona
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003012,Soavinandriana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003013,Mandialaza Ankadifotsy
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003014,Antanimena
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003015,Ankadifotsy Antanifotsy
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003016,Ankaditapaka Avaratra
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003017,Mandialaza Ambatomitsangana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003018,Andravoahangy Andrefana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003019,Mahavoky
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003020,Andravoahangy Atsinanana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003021,Behoririka Ambatomitsangana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003022,Avaradoha
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003023,Ambatomitsangana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003024,Behoririka Ankaditapaka
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003025,Betongolo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003026,Ampandrana Besarety
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003027,Besarety
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003028,Behoririka
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003029,Ampandrana Andrefana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003030,Ambohitrakely
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003031,Ampandrana Atsinanana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003032,Ankadivato IIl
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003033,Ampahibe
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101003,3e Arrondissement,MDG11101003034,Antsakaviro Ambodirotra
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004001,Andrefan-ambohijanahary IIIG-I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004002,Ambodirano Ampefiloha
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004003,Ilanivato Ampasika
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004004,Ampangabe Anjanakinifolo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004005,Anosipatrana Andrefana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004006,Anosipatrana Atsinanana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004007,Ivolaniray
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004008,Andavamamba Ambilanibe
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004009,Anosibe Andrefana II
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004010,Anosibe Andrefana I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004011,Andrefan-ambohijanahary IIIH-I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004012,Mahamasina Atsimo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004013,Tsimialonjafy
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004014,Ambanin-ampamarinana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004015,Ankadilalana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004016,Tsarafaritra
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004017,Fiadanana IIil
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004018,Fiadanana IIin
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004019,Mananjara
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004020,Andrefan-i Mananjara
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004021,Anosibe Ambohibarikely
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004022,Mandrangobato I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004023,Mandrangobato II
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004024,Anosizato Atsinanana II
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004025,Anosizato Atsinanana I
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004026,Angarangarana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004027,Madera Namontana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004028,Soanierana III-I Cite Gare
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004029,Soanierana IIIJ
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004030,Ankaditoho Marohoho
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004031,Andrefan-ankadimbahoaka
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101004,4e Arrondissement,MDG11101004032,Ankazotoho Anosimahavelona
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005001,Ambatomainty
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005002,Soavimasoandro
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005003,Androhibe
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005004,Morarano
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005005,Alarobia Amboniloha
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005006,Ivandry
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005007,Ambodivoanjo Ambohijatovo Fara
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005008,Analamahitsy Cite
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005009,Analamahitsy Tanana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005010,Ambatobe
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005011,Amboditsiry
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005012,Manjakaray IIc
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005013,Manjakaray IIb
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005014,Manjakaray IId
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005015,Anjanahary IIs
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005016,Anjanahary IIo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005017,Anjanahary IIa
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005018,Anjanahary IIn
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005019,Nanisana Iadiambola
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005020,Ankerana Ankadindramamy
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005021,Ambohidahy
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005022,Ambatokaranana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005023,Ambohimirary
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005024,Ampanotokana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005025,Tsarahonenana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005026,Andraisoro
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101005,5e Arrondissement,MDG11101005027,Ambatomaro Antsobolo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006001,Anosisoa
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006002,Avaratanana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006003,Ampefiloha Ankeniheny
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006004,Ambatolampy
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006005,Andranomena
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006006,Ambohidroa
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006007,Ampandriambehivavy
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006008,Ambaravarankazo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006009,Amboavahy
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006010,Avaratetezana
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006011,Amorona
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006012,Ambodimita
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006013,Ambodivona
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006014,Anosibe Zaivola
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006015,Antanjombe Avaratra
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006016,Antanety Avaratra
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006017,Ambohimanandray
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006018,Anosivavaka
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006019,Antanjombe Ambony
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006020,Anjanakomboro
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006021,Antsararay
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006022,Ambohimiadana Avaratra
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006023,Ambohimitsinjo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006024,Antanety Atsimo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006025,Ambohimiadana Atsimo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006026,Ambohimandroso
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006027,Betafo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006028,Ambodivonkely
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006029,Ambodihady
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006030,Andraharo
MDG11,Analamanga,MDG11101,Antananarivo Renivohitra,MDG11101006,6e Arrondissement,MDG11101006031,Ankazomanga Atsimo
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010001,Alasora
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010002,Ankazobe
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010003,Mandikanamana
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010004,Sud Ambohipo
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010005,Mahitsy
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010006,Ankadindratombo
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010007,Est Mahazoarivo
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010008,Ambodivoanjo
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010009,Ambohidrazaka
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010010,Mahatsinjo
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010011,Ambatomalaza
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010012,Ankadiaivo
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010013,Amboaroy
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010014,Ambohitanety
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010015,Ampahibato
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010016,Ambohimarina
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010017,Ambodivondava
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010018,Miadana
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010019,Mendrikolovana
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102010,Alasora,MDG11102010020,Ambohitromby
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102039,Ankadikely Ilafy,MDG11102039001,Ankadikely
MDG11,Analamanga,MDG11102,Antananarivo Avaradrano,MDG11102039,Ankadikely Ilafy,MDG11102039002,Antsahamarofoza
