;link
494;http://www.lexpressmada.com/blog/actualites/ihosy-la-foule-tue-onze-dahalo/
495;http://www.lexpressmada.com/blog/actualites/ihosy-la-foule-tue-onze-dahalo/#comment-4257
496;http://www.lexpressmada.com/blog/actualites/insecurite-alimentaire-operations-en-cascade-pour-les-victimes-de-la-malnutrition/
497;http://www.lexpressmada.com/blog/actualites/sambava-un-fou-furieux-assassine-apres-un-meurtre/
498;http://www.lexpressmada.com/blog/actualites/tsaratanana-deux-dahalo-abattus/
499;http://www.madagascar-tribune.com/10-dahalo-abattus-a-Amboasary,17975.html
500;http://www.madagascar-tribune.com/11-bandits-attaquent-une-famille,5496.html
501;http://www.madagascar-tribune.com/12-dahalo-tues,20040.html
502;http://www.madagascar-tribune.com/12-meurtres-en-une-nuit,9033.html
503;http://www.madagascar-tribune.com/13-plaintes-sans-suite,9078.html
504;http://www.madagascar-tribune.com/15-urnes-suspectes-a-Marovoay,19463.html
505;http://www.madagascar-tribune.com/2882-dahalo-convertis-deposent-les,20397.html
506;http://www.madagascar-tribune.com/39-no-maty-maherin-ny-40-no,3742.html
507;http://www.madagascar-tribune.com/4-victimes-par-jour-se-plaignent,8535.html
508;http://www.madagascar-tribune.com/7-a-8-plaintes-par-semaine,6661.html
509;http://www.madagascar-tribune.com/A-Talatamaty-aupres-des-personnes,7494.html
510;http://www.madagascar-tribune.com/Accuses-de-meurtre-sur-leur,8436.html
511;http://www.madagascar-tribune.com/Affaire-LOC-une-escroquerie,14219.html
512;http://www.madagascar-tribune.com/Au-chevet-des-regions-victimes-du,11681.html
513;http://www.madagascar-tribune.com/Au-secours-des-victimes-du-regime,436.html
514;http://www.madagascar-tribune.com/Aucune-victime-indemnisee-jusqu-a,21809.html
515;http://www.madagascar-tribune.com/Avis-contre-les-escroqueries,9884.html
516;http://www.madagascar-tribune.com/Blame-pour-avoir-viole-une-fille,6827.html
517;http://www.madagascar-tribune.com/Cinq-femmes-bandits-arretees,5427.html
518;http://www.madagascar-tribune.com/Combattre-les-dahalo-n-est-pas-du,21442.html
519;http://www.madagascar-tribune.com/Combien-de-victimes,5903.html
520;http://www.madagascar-tribune.com/Dahalo-5-maty-voatifitra-tany,3971.html
521;http://www.madagascar-tribune.com/De-la-democratie-a-la-violence,10974.html
522;http://www.madagascar-tribune.com/De-nombreuses-victimes,5049.html
523;http://www.madagascar-tribune.com/Decouverte-macabre-suspecte,9748.html
524;http://www.madagascar-tribune.com/Delestage-et-banditisme,3717.html
525;http://www.madagascar-tribune.com/Des-degats-et-des-victimes,19528.html
526;http://www.madagascar-tribune.com/Des-faits-suspects,4450.html
527;http://www.madagascar-tribune.com/Des-membres-suspects-a,1086.html
528;http://www.madagascar-tribune.com/Des-plaintes-penales-contre-le,4451.html
529;http://www.madagascar-tribune.com/Des-pluies-de-plaintes-en-vue,1468.html
530;http://www.madagascar-tribune.com/Des-tranches-horaires-inviolables,19153.html
531;http://www.madagascar-tribune.com/Des-violences-meurtrieres-en-serie,4140.html
532;http://www.madagascar-tribune.com/Deux-escrocs-troquent-du-faux,8817.html
533;http://www.madagascar-tribune.com/Deux-marques-victimes-de,9425.html
534;http://www.madagascar-tribune.com/Double-meurtre,7248.html
535;http://www.madagascar-tribune.com/Doublement-victime,9063.html
536;http://www.madagascar-tribune.com/Ecolieres-victimes-d-acte,22136.html
537;http://www.madagascar-tribune.com/Economie-dahalo-et-bois-de-rose,20007.html
538;http://www.madagascar-tribune.com/Efa-nisy-ireo-olona-voasambotra,4385.html
539;http://www.madagascar-tribune.com/Feux-croises-des-victimes-d-un,8010.html
540;http://www.madagascar-tribune.com/Fidelys-victime-d-une-machination,9776.html
541;http://www.madagascar-tribune.com/Fitaovan-ny-andian-jiolahy,2986.html
542;http://www.madagascar-tribune.com/Hery-Rajaonarimampianina-suspecte,21973.html
543;http://www.madagascar-tribune.com/Hesitante-et-suspecte,22073.html
544;http://www.madagascar-tribune.com/Il-a-viole-sa-voisine-de-13-ans,7788.html
545;http://www.madagascar-tribune.com/Il-faut-exterminer-les-dahalo-ils,18992.html
546;http://www.madagascar-tribune.com/Indigne-de-l-agression-des,14083.html
547;http://www.madagascar-tribune.com/Jiolahy-iray-no-maty-voatifitra,9019.html
548;http://www.madagascar-tribune.com/Jiolahy-roa-no-maty-voatifitra,5231.html
549;http://www.madagascar-tribune.com/L-Ajesaia-premiere-victime-de-la,6442.html
550;http://www.madagascar-tribune.com/L-Episcopat-Antanimena-victime-de,17205.html
551;http://www.madagascar-tribune.com/L-Etat-a-viole-la-loi,22518.html
552;http://www.madagascar-tribune.com/L-escroquerie-est-en-vogue,8488.html
553;http://www.madagascar-tribune.com/L-exploitation-sexuelle-des,18179.html
554;http://www.madagascar-tribune.com/La-famille-de-la-victime-reclame,3927.html
555;http://www.madagascar-tribune.com/La-famille-de-la-victime-temporise,10547.html
556;http://www.madagascar-tribune.com/La-premiere-victime-de-la-capitale,20476.html
557;http://www.madagascar-tribune.com/La-societe-civile-suspecte-la-HAT,13842.html
558;http://www.madagascar-tribune.com/La-traque-aux-dahalo-a-Ihorombe,1070.html
559;http://www.madagascar-tribune.com/La-victime-a-pu-s-echapper,7105.html
560;http://www.madagascar-tribune.com/La-victime-n-a-pas-ete-si-bete-qu,7104.html
561;http://www.madagascar-tribune.com/Lany-daty-ny-tsy-maty-manota,10257.html
562;http://www.madagascar-tribune.com/Le-TGV-se-pose-en-victime-et,15693.html
563;http://www.madagascar-tribune.com/Le-banditisme-rural-analyse,3414.html
564;http://www.madagascar-tribune.com/Le-chef-fokontany-se-dit-victime-d,10510.html
565;http://www.madagascar-tribune.com/Le-ministre-denonce-un-escroc,4999.html
566;http://www.madagascar-tribune.com/Le-probleme-des-dahalo-reste-d,17843.html
567;http://www.madagascar-tribune.com/Le-suspect-protege,8413.html
568;http://www.madagascar-tribune.com/Le-violeur-place-sous-mandat-de,10616.html
569;http://www.madagascar-tribune.com/Le-violeur-presume-de-Prisca,6526.html
570;http://www.madagascar-tribune.com/Lehilahy-maty-novonoin-ny,5511.html
571;http://www.madagascar-tribune.com/Les-5-victimes-de-la-grenade,9035.html
572;http://www.madagascar-tribune.com/Les-7-grands-crimes-de-2008,10429.html
573;http://www.madagascar-tribune.com/Les-bandits-defient-les-forces-de,17313.html
574;http://www.madagascar-tribune.com/Les-collaborateurs-victimes-de,8722.html
575;http://www.madagascar-tribune.com/Les-commercants-victimes-des,20161.html
576;http://www.madagascar-tribune.com/Les-dahalo-annoncent-Ampasimanjeva,20577.html
577;http://www.madagascar-tribune.com/Les-dahalo-attaquent-des-fokontany,17926.html
578;http://www.madagascar-tribune.com/Les-dahalo-continuent-leurs,18998.html
579;http://www.madagascar-tribune.com/Les-dahalo-font-la-loi,5703.html
580;http://www.madagascar-tribune.com/Les-dahalo-multiplient-les,17900.html
581;http://www.madagascar-tribune.com/Les-dahalo-ont-abandonne,12782.html
582;http://www.madagascar-tribune.com/Les-dahalo-pires-que-les,20280.html
583;http://www.madagascar-tribune.com/Les-dahalo-s-exercent-aux,7490.html
584;http://www.madagascar-tribune.com/Les-employes-victimes-de-la,17711.html
585;http://www.madagascar-tribune.com/Les-familles-des-victimes-crient,521.html
586;http://www.madagascar-tribune.com/Les-operateurs-victimes-du-lundi,20745.html
587;http://www.madagascar-tribune.com/Les-plaintes-deposees-contre-Marc,17922.html
588;http://www.madagascar-tribune.com/Les-routes-ont-fait-des-victimes,10583.html
589;http://www.madagascar-tribune.com/Les-victimes-du-07-fevrier-2009,20634.html
590;http://www.madagascar-tribune.com/Les-victimes-non-informees,8898.html
591;http://www.madagascar-tribune.com/Les-victimes-renoncent-a-porter,20423.html
592;http://www.madagascar-tribune.com/Mampandre-ny-hiaviany-ny-dahalo,2272.html
593;http://www.madagascar-tribune.com/Manani-bohitra-antoandro-ny-dahalo,4633.html
594;http://www.madagascar-tribune.com/Marche-blanche-contre-la-violence,16720.html
595;http://www.madagascar-tribune.com/Mensonges-et-escroqueries-comme,12157.html
596;http://www.madagascar-tribune.com/Misy-malahelo-raha-maty-ny-afo,10935.html
597;http://www.madagascar-tribune.com/Mort-suspect-d-un-inspecteur-d,4809.html
598;http://www.madagascar-tribune.com/Mpangalatra-kamio-6-no-voasambotra,11583.html
599;http://www.madagascar-tribune.com/Mpiadina-nifoka-rongony,7640.html
600;http://www.madagascar-tribune.com/Najifan-ny-jiolahy-ny-lelavola-13,5656.html
601;http://www.madagascar-tribune.com/Nalemy-ilay-vehivavy-voaolana,8914.html
602;http://www.madagascar-tribune.com/Namono-tena-fa-tsy-maty,10628.html
603;http://www.madagascar-tribune.com/Nifanehatra-ny-andian-jiolahy-roa,8268.html
604;http://www.madagascar-tribune.com/Nitsangana-tamin-ny-maty,4532.html
605;http://www.madagascar-tribune.com/Non-a-la-violation-des-libertes,13184.html
606;http://www.madagascar-tribune.com/Novain-ireo-dahalo-ny-volon-omby,5204.html
607;http://www.madagascar-tribune.com/Polemiques-autour-des-dahalo-miova,20478.html
608;http://www.madagascar-tribune.com/Polisy-iray-maty-voatifitry-ny,4170.html
609;http://www.madagascar-tribune.com/Politika-famonoana-afo,468.html
610;http://www.madagascar-tribune.com/Quatre-bandits-armes-braquent-un,9761.html
611;http://www.madagascar-tribune.com/Quatre-dahalo-abattus,6778.html
612;http://www.madagascar-tribune.com/Quatre-suspects-arretes,023.html
613;http://www.madagascar-tribune.com/Ra-Gilbert-le-dahalo-urbain-arrete,9621.html
614;http://www.madagascar-tribune.com/Ravalomanana-victime,8765.html
615;http://www.madagascar-tribune.com/Recrudescence-du-banditisme-dans,13612.html
616;http://www.madagascar-tribune.com/Reddition-des-2280-dahalo-dans-le,20348.html
617;http://www.madagascar-tribune.com/Se-reconcilier-avec-les-dahalo,20463.html
618;http://www.madagascar-tribune.com/Sept-dahalo-abattus,5828.html
619;http://www.madagascar-tribune.com/Serie-de-meurtres-dans-la-ville-Un,1210.html
620;http://www.madagascar-tribune.com/Son-fils-est-victime-d-un-hold-up,6795.html
621;http://www.madagascar-tribune.com/Suicide-suspect-d-une-jeune,4020.html
622;http://www.madagascar-tribune.com/Tafiditry-ny-jiolahy-politika,7446.html
623;http://www.madagascar-tribune.com/Temoignages-accablants-victimes,6180.html
624;http://www.madagascar-tribune.com/Toujours-des-victimes-souvent,21957.html
625;http://www.madagascar-tribune.com/Toujours-victime-des-parasy,13232.html
626;http://www.madagascar-tribune.com/Tous-les-suspects-dans-l-affaire,20258.html
627;http://www.madagascar-tribune.com/Trois-bandits-abattus-par-les,4876.html
628;http://www.madagascar-tribune.com/Trois-petites-filles-violees,5191.html
629;http://www.madagascar-tribune.com/Trois-suspects-arretes-a,5299.html
630;http://www.madagascar-tribune.com/Un-Malgache-sur-4-en-est-victime,5648.html
631;http://www.madagascar-tribune.com/Un-bateau-suspect-au-large-de,20629.html
632;http://www.madagascar-tribune.com/Un-crime-crapuleux-ou-une,022.html
633;http://www.madagascar-tribune.com/Un-meurtre-de-sang-froid-en-pleine,16948.html
634;http://www.madagascar-tribune.com/Un-pasteur-victime-de-coma,10639.html
635;http://www.madagascar-tribune.com/Un-policier-soupconne-de-viol,8463.html
636;http://www.madagascar-tribune.com/Un-suspect-arrete-a-Itaosy,22472.html
637;http://www.madagascar-tribune.com/Un-suspect-en-fuite-a-l-etranger,22510.html
638;http://www.madagascar-tribune.com/Une-des-victimes-est-toujours-a-l,8555.html
639;http://www.madagascar-tribune.com/Une-eleve-victime-temoigne,098.html
640;http://www.madagascar-tribune.com/Une-fugueuse-violee-par-deux,8581.html
641;http://www.madagascar-tribune.com/Une-septuagenaire-violee-et-brulee,9662.html
642;http://www.madagascar-tribune.com/Une-victime-de-vol-de-3-400-000-Ar,9907.html
643;http://www.madagascar-tribune.com/Vazaha-maty-nilatsaham-baratra,5543.html
644;http://www.madagascar-tribune.com/Victime-de-violences-policieres,4662.html
645;http://www.madonline.com/crime-de-sainte-marie-pas-dimpact-sur-le-tourisme/
646;http://www.madonline.com/crime-de-sainte-marie-pas-dimpact-sur-le-tourisme/#respond
647;http://www.madonline.com/ile-de-sainte-marie-quatre-individus-arretes-pour-le-meurtre-dun-couple-francais/
648;http://www.madonline.com/ile-de-sainte-marie-quatre-individus-arretes-pour-le-meurtre-dun-couple-francais/#respond
649;http://www.madonline.com/soldats-tues-par-les-dahalo-que-leur-mort-ne-soit-pas-vaine/
650;http://www.madonline.com/soldats-tues-par-les-dahalo-que-leur-mort-ne-soit-pas-vaine/#comment-462
651;http://www.madonline.com/soldats-tues-par-les-dahalo-que-leur-mort-ne-soit-pas-vaine/#comments
652;http://www.madonline.com/tag/dahalo/
653;http://www.midi-madagasikara.mg/a-la-une/2013/11/28/chef-marius-naratranny-mpanendaka-telo-lahy/
654;http://www.midi-madagasikara.mg/a-la-une/2014/03/05/blanchiment-dargent-monaco-des-cheques-suspects-en-provenance-de-madagascar/
655;http://www.midi-madagasikara.mg/a-la-une/2014/08/19/monja-roindefo-famille-victime-dahalo/
656;http://www.midi-madagasikara.mg/a-la-une/2015/04/18/col-charles-andrianasoavina-deux-plaintes-au-parquet-rupture-avec-rajoelina/
657;http://www.midi-madagasikara.mg/a-la-une/2015/04/28/suicide-ou-meurtre-le-copain-de-ketaka-a-antanimora/
658;http://www.midi-madagasikara.mg/a-la-une/2015/09/02/jirama-les-non-grevistes-victimes-dagression-physique/
659;http://www.midi-madagasikara.mg/a-la-une/2015/09/02/jirama-les-non-grevistes-victimes-dagression-physique/#comments
660;http://www.midi-madagasikara.mg/a-la-une/2015/09/15/betroka-escalade-de-la-violence-un-commando-a-la-rescousse/
661;http://www.midi-madagasikara.mg/a-la-une/2015/09/15/betroka-escalade-de-la-violence-un-commando-a-la-rescousse/#comments
662;http://www.midi-madagasikara.mg/a-la-une/2015/10/19/fenoarivo-une-petite-fille-disparue-retrouvee-morte-violee/
663;http://www.midi-madagasikara.mg/a-la-une/2015/10/19/fenoarivo-une-petite-fille-disparue-retrouvee-morte-violee/#comments
664;http://www.midi-madagasikara.mg/culture/2013/11/20/expo-photo-zoom-sur-les-victimes-de-guerre-de-jean-mohr/
665;http://www.midi-madagasikara.mg/culture/2014/12/02/peste-dahalo-montee-des-eaux-delestage-tana-menacee-par-mille-dangers/
666;http://www.midi-madagasikara.mg/dossiers/2016/10/04/cybercriminalite-cette-nouvelle-forme-deliquance-de-crime/
667;http://www.midi-madagasikara.mg/dossiers/2016/10/04/cybercriminalite-cette-nouvelle-forme-deliquance-de-crime/#respond
668;http://www.midi-madagasikara.mg/economie/2013/12/14/developpement-du-tourisme-lutte-contre-lexploitation-sexuelle-integree-dans-les-programmes/
669;http://www.midi-madagasikara.mg/economie/2013/12/30/invasion-acridienne-4-millions-de-victimes-13-millions-de-personnes-menacees/
670;http://www.midi-madagasikara.mg/economie/2014/02/05/trafics-de-bois-de-rose-bateau-suspect-immobilise-par-le-chef-de-region-anosy/
671;http://www.midi-madagasikara.mg/economie/2014/08/22/virus-ebola-navire-suspect-interdit-descale-au-port-toamasina/
672;http://www.midi-madagasikara.mg/economie/2014/12/01/sucoma-morondava-la-greve-tourne-au-vandalisme-et-aux-agressions-physiques/
673;http://www.midi-madagasikara.mg/economie/2015/02/03/trafic-de-bois-de-rose-interpellation-de-linterpol-pour-le-suivi-dun-bateau-suspect/
674;http://www.midi-madagasikara.mg/economie/2015/04/02/district-damboasary-relance-de-lagriculture-apres-les-razzias-des-dahalo/
675;http://www.midi-madagasikara.mg/faits-divers/2013/11/13/andrefanambohijanahary-vehivavy-maty-nihinana-poizina-famonoana-alika/
676;http://www.midi-madagasikara.mg/faits-divers/2013/11/13/travail-letranger-ar-800-millions-empoches-par-un-escroc/
677;http://www.midi-madagasikara.mg/faits-divers/2013/11/14/andoharanofotsy-15-lahy-nanafika-alika-4-maty-voapoizina/
678;http://www.midi-madagasikara.mg/faits-divers/2013/11/14/andoharanofotsy-15-lahy-nanafika-alika-4-maty-voapoizina/#respond
679;http://www.midi-madagasikara.mg/faits-divers/2013/11/16/fanolanana-sy-fanendahana-tratra-banga-sy-namany-roalahy-jiolahy-ikoizana/
680;http://www.midi-madagasikara.mg/faits-divers/2013/11/18/manja-polisy-notafihanny-dahalo-80-isa/
681;http://www.midi-madagasikara.mg/faits-divers/2013/11/19/anjozorobe-tomponomby-maty-voatifitra/
682;http://www.midi-madagasikara.mg/faits-divers/2013/11/19/beroroha-ady-lova-vehivavy-iray-maty-voatetika-antsy/
683;http://www.midi-madagasikara.mg/faits-divers/2013/11/19/fenerive-est-tafakatra-5-maty-mbola-misy-tsy-mahatsiaro-tena/
684;http://www.midi-madagasikara.mg/faits-divers/2013/11/19/midongy-atsimo-zandary-iray-matinny-dahalo-roa-lahy-tsy-hita-tafaverina/
685;http://www.midi-madagasikara.mg/faits-divers/2013/11/20/antsiranana-fihinanana-soka-dranomasina-olona-telo-maty-malemilemy-mando-avy-eo-fanina-tsy-mahatsiaro-tena-izay-nihinana-anilay-sokatra/
686;http://www.midi-madagasikara.mg/faits-divers/2013/11/20/asan-jiolahy-efadahy-nanafika-ny-telma-lasa-ny-volabe/
687;http://www.midi-madagasikara.mg/faits-divers/2013/11/20/fihinanana-antsantsa-niampy-telo-indray-ny-maty/
688;http://www.midi-madagasikara.mg/faits-divers/2013/11/21/andohoranofotsy-efadahy-mpanao-fanafihana-voasambotra-niaraka-taminny-basy/
689;http://www.midi-madagasikara.mg/faits-divers/2013/11/21/antsirabe-mpangalatromby-iray-maty-voatifitra/
690;http://www.midi-madagasikara.mg/faits-divers/2013/11/21/talatamaty-maty-voatifitra-ny-zanaky-ny-tompon-trano/
691;http://www.midi-madagasikara.mg/faits-divers/2013/11/22/ambatofotsy-lehilahy-iray-maty-novelesina-taminny-hazo/
692;http://www.midi-madagasikara.mg/faits-divers/2013/11/22/asan-jiolahy-tratra-ireo-nanafika-ilay-maorisiana-teny-ampitatafika/
693;http://www.midi-madagasikara.mg/faits-divers/2013/11/23/tsiroanomandidy-mpianaka-nandeha-moto-maty-nisy-nitifitra/
694;http://www.midi-madagasikara.mg/faits-divers/2013/11/25/ampanihy-andrefana-dahalo-4-maty-voatifitry-ny-zandary/
695;http://www.midi-madagasikara.mg/faits-divers/2013/11/25/ankaraobato-lehilahy-maty-voatifitra-teo-aminny-tendany/
696;http://www.midi-madagasikara.mg/faits-divers/2013/11/25/antanimora-mpanao-kidnapping-telolahy-maty-voatifitry-ny-zandary/
697;http://www.midi-madagasikara.mg/faits-divers/2013/11/25/pierrot-rajaonarivelo-incendie-dans-la-boutique-de-sa-femme-talatamaty/
698;http://www.midi-madagasikara.mg/faits-divers/2013/11/26/fifampitifirana-teny-antanimora-basinny-gal-ramananarivo-nentinireo-jiolahy/
699;http://www.midi-madagasikara.mg/faits-divers/2013/11/26/montagne-dambre-mpizaha-tany-15-voatafika/
700;http://www.midi-madagasikara.mg/faits-divers/2013/11/27/ambohimandroso-pasitera-voatafika-maty-novonoinny-jiolahy-ny-vadiny/
701;http://www.midi-madagasikara.mg/faits-divers/2013/11/27/antanimena-hain-trano-ramatoa-lehibe-60-taona-maty-kilanny-afo/
702;http://www.midi-madagasikara.mg/faits-divers/2013/11/27/mandoto-dahalo-8-lahy-voasambotra-voatifitra-ny-iray/
703;http://www.midi-madagasikara.mg/faits-divers/2013/11/28/morondava-benny-tanana-voatafika-lasanireo-jiolahy-ny-basy-sy-ny-vola/
704;http://www.midi-madagasikara.mg/faits-divers/2013/11/28/talatamaty-basy-baikal-99-sy-bala-anarivony-tratra-tao-amina-karana/
705;http://www.midi-madagasikara.mg/faits-divers/2013/11/29/attaques-de-touristes-un-militaire-parmi-les-bandits/
706;http://www.midi-madagasikara.mg/faits-divers/2013/11/30/andavamamba-tokantrano-telo-voatafika/
707;http://www.midi-madagasikara.mg/faits-divers/2013/12/02/ambatondrazaka-miakatra-renivohitra-ny-dahalo/
708;http://www.midi-madagasikara.mg/faits-divers/2013/12/02/anosibe-tranona-pasitera-voatafika-lasa-ny-vola-sy-ny-volamena/
709;http://www.midi-madagasikara.mg/faits-divers/2013/12/02/mandrosoa-ivato-zandary-maty-notrongisinny-fiara/
710;http://www.midi-madagasikara.mg/faits-divers/2013/12/03/ankaraobato-nasesinny-jiolahy-notafihana-ny-trano-telo/
711;http://www.midi-madagasikara.mg/faits-divers/2013/12/03/ankazoabo-atsimo-nafahanny-fitsarana-ireo-karana-voalaza-fa-mpamatsy-basy-ny-dahalo/
712;http://www.midi-madagasikara.mg/faits-divers/2013/12/03/anosikely-docker-maty-teo-aminny-zaridaina/
713;http://www.midi-madagasikara.mg/faits-divers/2013/12/03/berenty-tomponamby-roa-matinny-dahalo/
714;http://www.midi-madagasikara.mg/faits-divers/2013/12/03/faritra-anosy-androy-efa-tsy-misy-intsony-ny-famonoana-omby-rehefa-handevina/
715;http://www.midi-madagasikara.mg/faits-divers/2013/12/04/ambohidahy-jiolahy-saika-hangalatra-fiara-voasambotra/
716;http://www.midi-madagasikara.mg/faits-divers/2013/12/04/bekiraro-la-mere-et-sa-fille-violees/
717;http://www.midi-madagasikara.mg/faits-divers/2013/12/04/toamasina-tratra-ireo-mpanao-kidnapping-telo-voatifitra-iray-maty/
718;http://www.midi-madagasikara.mg/faits-divers/2013/12/05/ambohimahitsy-valolahy-mirongo-basy-nanafika-olona-iray-maty-voatifitra/
719;http://www.midi-madagasikara.mg/faits-divers/2013/12/05/antsiranana-fifandonana-teo-aminny-foroches-olona-roa-maty/
720;http://www.midi-madagasikara.mg/faits-divers/2013/12/06/bongatsara-trano-roa-notafihanny-jiolahy-olona-efatra-naratra/
721;http://www.midi-madagasikara.mg/faits-divers/2013/12/06/toamasina-talenny-orange-voatafika/
722;http://www.midi-madagasikara.mg/faits-divers/2013/12/07/imerinafovoany-tovolahikely-maty-voahitsaky-ny-camion-niparitaka-ny-atidohany/
723;http://www.midi-madagasikara.mg/faits-divers/2013/12/07/miarinarivo-polisy-nisahana-fifamoivoizana-maty-nodomina-moto/
724;http://www.midi-madagasikara.mg/faits-divers/2013/12/09/anosibe-lehilahy-notifirinny-jiolahy-teo-aminny-tarehiny/
725;http://www.midi-madagasikara.mg/faits-divers/2013/12/09/toliara-iray-maty-voatifitra-14-voasambotra/
726;http://www.midi-madagasikara.mg/faits-divers/2013/12/09/tsimenatse-omby-efatra-ramatoa-voatafika/
727;http://www.midi-madagasikara.mg/faits-divers/2013/12/09/vaky-fasana-ireo-karandoha-sisa-navelanny-jiolahy/
728;http://www.midi-madagasikara.mg/faits-divers/2013/12/10/ambato-boeny-telolahy-saika-handroba-maty-voatifitra-ny-iray/
729;http://www.midi-madagasikara.mg/faits-divers/2013/12/10/fanafihana-tao-andakana-olona-efatra-naratra-mafy-iray-maty-voatifitra/
730;http://www.midi-madagasikara.mg/faits-divers/2013/12/10/marovoay-ramatoa-maty-novonoim-badiny/
731;http://www.midi-madagasikara.mg/faits-divers/2013/12/10/rn-25-zazavavikely-maty-voadonanny-fiara/
732;http://www.midi-madagasikara.mg/faits-divers/2013/12/12/antsirabe-tokantrano-voatafika-zazavavy-roa-naolana/
733;http://www.midi-madagasikara.mg/faits-divers/2013/12/12/meurtres-trois-corps-calcines-retrouves-ambatobe/
734;http://www.midi-madagasikara.mg/faits-divers/2013/12/13/amboasary-atsimo-dahalo-20-matinny-zandary/
735;http://www.midi-madagasikara.mg/faits-divers/2013/12/13/ankorondrano-ankizy-lahy-nilomano-maty-drano/
736;http://www.midi-madagasikara.mg/faits-divers/2013/12/13/ivato-nobatainny-jiolahy-mitam-basy-taminny-kamio-ny-entana/
737;http://www.midi-madagasikara.mg/faits-divers/2013/12/13/vonoanolona-tetsy-ambohimailala-efatra-andro-efa-tsy-hita-ilay-polisy-maty/
738;http://www.midi-madagasikara.mg/faits-divers/2013/12/14/ambohimailala-tovovavy-maty-steevah-17-taona-mpianatra-lalana/
739;http://www.midi-madagasikara.mg/faits-divers/2013/12/14/famonoana-pasitera-karana-vehivavy-vietnamienne-tadiavinny-polisy/
740;http://www.midi-madagasikara.mg/faits-divers/2013/12/14/sakaraha-tomponomby-iray-matinny%e2%80%88dahalo-omby-170-voaroba/
741;http://www.midi-madagasikara.mg/faits-divers/2013/12/16/kaominina-belazao-dahalo-miandahy-miambavy-manao-fanafihana/
742;http://www.midi-madagasikara.mg/faits-divers/2013/12/17/ambato-boeny-dahalo-roa-maty-voatifitra/
743;http://www.midi-madagasikara.mg/faits-divers/2013/12/17/ambohimahitsy-fivarotana-telo-voatafika-jiolahy-iray-voasambotra/
744;http://www.midi-madagasikara.mg/faits-divers/2013/12/17/meurtre-behoririka-un-tueur-gage-dans-le-coup/
745;http://www.midi-madagasikara.mg/faits-divers/2013/12/17/taolagnaro-tovolahy-24-taona-maty-notsatohana-antsy/
746;http://www.midi-madagasikara.mg/faits-divers/2013/12/18/ambalavao-olona-3-mpanamboatra-basy-voasambotra/
747;http://www.midi-madagasikara.mg/faits-divers/2013/12/18/ampefy-olona-telo-navadiky-ny-lakana-maty-ny-iray/
748;http://www.midi-madagasikara.mg/faits-divers/2013/12/18/maevatanana-lehilahy-maty-nokapaina-famaky-teo-aminny-tendany/
749;http://www.midi-madagasikara.mg/faits-divers/2013/12/18/marovoay-jiolahy-nahatratrarana-basy/
750;http://www.midi-madagasikara.mg/faits-divers/2013/12/18/triple-meurtre-dambohimailala-une-quatrieme-personne-portee-disparue/
751;http://www.midi-madagasikara.mg/faits-divers/2013/12/19/ambohidratrimo-jiolahy-efatra-tratra-niaraka-taminny-basy-sy-bala-marobe/
752;http://www.midi-madagasikara.mg/faits-divers/2013/12/19/rn4-lehilahy-iray-maty-nodoninny-taxi-brousse/
753;http://www.midi-madagasikara.mg/faits-divers/2013/12/21/betroka-mpikambana-dimy-amina-biraom-pifidianana-notafihanny-dahalo-10/
754;http://www.midi-madagasikara.mg/faits-divers/2013/12/21/ivato-avy-nifidy-dia-maty-lehilahy-66-taona/
755;http://www.midi-madagasikara.mg/faits-divers/2013/12/23/lozam-pifamoivoizana-olona-iray-maty-telo-maratra-mafy/
756;http://www.midi-madagasikara.mg/faits-divers/2013/12/23/toliara-lasa-fialambolinny-tanora-ny-fivarotantena-fifohana-rongony-fisotroan-toaka/
757;http://www.midi-madagasikara.mg/faits-divers/2013/12/24/midongy-atsimo-zazalahy-14-taona-nataonny-dahalo-takalonaina/
758;http://www.midi-madagasikara.mg/faits-divers/2013/12/24/taolagnaro-raim-pianakaviana-iray-60-taona-maty-notapahinolona-tenda/
759;http://www.midi-madagasikara.mg/faits-divers/2013/12/26/bezaha-voasambotra-ilay-namono-sefo-fokontany/
760;http://www.midi-madagasikara.mg/faits-divers/2013/12/27/androndra-macon-maty-natsipinny-herinaratra/
761;http://www.midi-madagasikara.mg/faits-divers/2013/12/28/toamasina-ankizivavy-12-taona-maty-nohosenny-camion/
762;http://www.midi-madagasikara.mg/faits-divers/2013/12/30/ambohimandroso-olona-roa-maty-voadonanny-fiara/
763;http://www.midi-madagasikara.mg/faits-divers/2013/12/30/ampitatafika-lehilahy-avy-namonjy-mariazy-maty-voatsindrona-antsy/
764;http://www.midi-madagasikara.mg/faits-divers/2013/12/30/mahitsy-trano-telo-nasesinny-jiolahy-norobaina/
765;http://www.midi-madagasikara.mg/faits-divers/2013/12/31/annee-2013-lourd-bilan-et-pluie-de-crimes/
766;http://www.midi-madagasikara.mg/faits-divers/2013/12/31/itaosy-enin-dahy-nandroba-maty-voatifitra-ny-tompon-trano/
767;http://www.midi-madagasikara.mg/faits-divers/2013/12/31/mahitsy-fiara-nivarina-kady-olona-iray-maty-16-naratra-mafy/
768;http://www.midi-madagasikara.mg/faits-divers/2013/12/31/toamasina-mpanao-gazety-voatafika-nambanana-basy-sy-antsy-nangalarina-ny-fitaovam-piasana/
